FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|STATE_NUMERIC|COUNTY_NAME|COUNTY_NUMERIC|PRIMARY_LAT_DMS|PRIM_LONG_DMS|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DMS|SOURCE_LONG_DMS|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|ELEV_IN_FT|MAP_NAME|DATE_CREATED|DATE_EDITED
1487418|South Piney Mountain Trail|Trail|VA|51|Bath|017|380340N|0794429W|38.0612372|-79.7414385|||||785|2575|Bath Alum|09/28/1979|
1487422|South Sister Knob|Summit|VA|51|Bath|017|380746N|0793349W|38.1295706|-79.563656|||||942|3091|Williamsville|09/28/1979|
1487449|Spring Branch|Stream|VA|51|Bath|017|375959N|0794236W|37.9998493|-79.7100482|380104N|0794320W|38.0179046|-79.7222709|419|1375|Nimrod Hall|09/28/1979|
1487459|Spring Run|Stream|VA|51|Bath|017|380733N|0795156W|38.1259573|-79.8656106|380656N|0795109W|38.1156799|-79.8525545|561|1841|Sunrise|09/28/1979|
1487460|Spring Run|Stream|VA|51|Bath|017|381317N|0794721W|38.2215125|-79.7892194|381333N|0794435W|38.2259573|-79.7431066|611|2005|Sunrise|09/28/1979|
1487473|Springhouse Run|Stream|VA|51|Bath|017|381118N|0794849W|38.1884571|-79.8136646|381217N|0795018W|38.2047222|-79.8383333|603|1978|Sunrise|09/28/1979|
1487536|Starr Chapel United Methodist Church|Church|VA|51|Bath|017|381018N|0794423W|38.1717914|-79.7397727|||||615|2018|Burnsville|09/28/1979|06/11/2007
1487567|Stewart Hollow|Valley|VA|51|Bath|017|380433N|0795411W|38.0759575|-79.9031117|380504N|0795539W|38.0844444|-79.9275|529|1736|Mountain Grove|09/28/1979|
1487575|Still Run|Stream|VA|51|Bath|017|380935N|0795350W|38.1598455|-79.8972788|381017N|0795409W|38.1713889|-79.9025|627|2057|Minnehaha Springs|09/28/1979|
1487582|Stillhouse Hollow|Valley|VA|51|Bath|017|381115N|0794401W|38.1876245|-79.7336616|381142N|0794538W|38.1951242|-79.7606069|603|1978|Burnsville|09/28/1979|
1487641|Stony Run Trail|Trail|VA|51|Bath|017|375326N|0794902W|37.8906828|-79.8172731|||||467|1532|Healing Springs|09/28/1979|
1487671|Stuart Run|Stream|VA|51|Bath|017|375942N|0793753W|37.9951275|-79.6314348|380905N|0793129W|38.151515|-79.5247661|393|1289|Nimrod Hall|09/28/1979|
1487692|Sugar Hollow|Valley|VA|51|Bath|017|375848N|0795806W|37.9801245|-79.9683915|375921N|0795914W|37.9891667|-79.9872222|482|1581|Falling Spring|09/28/1979|
1487693|Sugar Hollow|Valley|VA|51|Bath|017|375939N|0793709W|37.9942943|-79.6192121|375813N|0793756W|37.9704057|-79.6322678|400|1312|Millboro|09/28/1979|
1487705|Sugarloaf Knob|Summit|VA|51|Bath|017|381054N|0793316W|38.1817923|-79.5544895|||||647|2123|Williamsville|09/28/1979|
1487745|Swamill Hollow|Valley|VA|51|Bath|017|375624N|0794634W|37.9401272|-79.7761608|375608N|0794546W|37.9355556|-79.7627778|512|1680|Healing Springs|09/28/1979|
1487753|Sweet Acorn Trail|Trail|VA|51|Bath|017|380039N|0795633W|38.0109578|-79.9425574|||||772|2533|Mountain Grove|09/28/1979|
1487770|Tancroft Hollow|Valley|VA|51|Bath|017|380554N|0793843W|38.0984594|-79.6453249|380458N|0793811W|38.0827778|-79.6363889|451|1480|Bath Alum|09/28/1979|
1487841|The Pines Cemetery|Cemetery|VA|51|Bath|017|375632N|0793403W|37.9423508|-79.5675434|||||466|1529|Millboro|09/28/1979|
1487854|The Spurs|Ridge|VA|51|Bath|017|380316N|0793810W|38.0545712|-79.6361576|||||478|1568|Bath Alum|09/28/1979|
1487882|Thompson Creek|Stream|VA|51|Bath|017|380221N|0793950W|38.0392935|-79.6639361|380247N|0794247W|38.0463889|-79.7130556|409|1342|Bath Alum|09/28/1979|
1487936|Tobacco House Ridge Trail|Trail|VA|51|Bath|017|375353N|0794824W|37.8981829|-79.8067171|||||476|1562|Healing Springs|09/28/1979|
1487961|Tower Hill Mountain|Summit|VA|51|Bath|017|380824N|0793858W|38.1401256|-79.649492|||||989|3245|Burnsville|09/28/1979|
1487962|Tower Hill Mountain Trail|Trail|VA|51|Bath|017|380758N|0793927W|38.1329034|-79.6575477|||||943|3094|Burnsville|09/28/1979|
1487980|Trappers Lodge|Locale|VA|51|Bath|017|375922N|0794809W|37.9895708|-79.8025514|||||1021|3350|Healing Springs|09/28/1979|
1488034|Turkeypen Hollow|Valley|VA|51|Bath|017|380536N|0793924W|38.0934595|-79.656714|380631N|0794033W|38.1086111|-79.6758333|451|1480|Bath Alum|09/28/1979|
1488053|Union Chapel Presbyterian Church|Church|VA|51|Bath|017|375546N|0795300W|37.9295703|-79.8833874|||||758|2487|Falling Spring|09/28/1979|06/11/2007
1488070|Upper Brushy Gap|Gap|VA|51|Bath|017|375304N|0794730W|37.884572|-79.7917163|||||542|1778|Healing Springs|09/28/1979|
1488092|Valley High School|School|VA|51|Bath|017|380202N|0794740W|38.0340148|-79.7944958|||||788|2585|Warm Springs|09/28/1979|
1488096|Valley Elementary School|School|VA|51|Bath|017|375823N|0795108W|37.9730883|-79.8522387|||||756|2480|Healing Springs|09/28/1979|09/15/2010
1488107|Vance Lick Hollow|Valley|VA|51|Bath|017|380331N|0795518W|38.0587353|-79.9217234|380357N|0795711W|38.0658333|-79.9530556|584|1916|Mountain Grove|09/28/1979|
1488121|Venable Hollow|Valley|VA|51|Bath|017|380324N|0793751W|38.0567935|-79.6308797|380429N|0793821W|38.0747222|-79.6391667|459|1506|Bath Alum|09/28/1979|
1488167|Wallace Peak|Summit|VA|51|Bath|017|380909N|0793155W|38.1526261|-79.5319886|||||1151|3776|Williamsville|09/28/1979|
1488177|Walnut Tree Hollow|Valley|VA|51|Bath|017|380516N|0794159W|38.0879038|-79.6997708|380522N|0794308W|38.0894444|-79.7188889|496|1627|Bath Alum|09/28/1979|
1488195|Warm Springs Cemetery|Cemetery|VA|51|Bath|017|380301N|0794651W|38.0504037|-79.7808843|||||728|2388|Warm Springs|09/28/1979|
1488196|Warm Springs Mountain Trail|Trail|VA|51|Bath|017|380513N|0794442W|38.0870702|-79.7450499|||||1101|3612|Bath Alum|09/28/1979|
1488197|Warm Springs Run|Stream|VA|51|Bath|017|380357N|0795115W|38.0659582|-79.8542207|380327N|0794606W|38.0575|-79.7683333|512|1680|Warm Springs|09/28/1979|
1488198|Warm Springs Valley|Valley|VA|51|Bath|017|380252N|0794727W|38.0479036|-79.7908847|375733N|0795150W|37.9592926|-79.8639425|686|2251|Warm Springs|09/28/1979|
1488199|Warwick Mountain|Summit|VA|51|Bath|017|380706N|0794546W|38.1184585|-79.7628287|||||842|2762|Warm Springs|09/28/1979|
1488260|Westminister Chapel|Church|VA|51|Bath|017|380624N|0793848W|38.1067927|-79.6467138|||||529|1736|Bath Alum|09/28/1979|
1488290|White Oak Cove|Valley|VA|51|Bath|017|380153N|0795632W|38.0315132|-79.9422797|380221N|0795725W|38.0391667|-79.9569444|545|1788|Mountain Grove|09/28/1979|
1488293|White Oak Draft|Valley|VA|51|Bath|017|381226N|0793505W|38.2073473|-79.5847684|381018N|0793749W|38.171792|-79.630325|515|1690|Williamsville|09/28/1979|
1488299|White Oak Run|Stream|VA|51|Bath|017|380259N|0795539W|38.0498464|-79.927557|380319N|0795629W|38.0552778|-79.9413889|598|1962|Mountain Grove|09/28/1979|
1488321|White Sulphur Spring Branch|Stream|VA|51|Bath|017|380524N|0793420W|38.0901266|-79.5722671|380725N|0793340W|38.1236111|-79.5611111|493|1617|Green Valley|09/28/1979|
1488350|Wide Draft Hollow|Valley|VA|51|Bath|017|380609N|0793821W|38.1026261|-79.6392136|380726N|0793949W|38.1238889|-79.6636111|444|1457|Bath Alum|09/28/1979|
1488352|Wide Hollow|Valley|VA|51|Bath|017|380942N|0793519W|38.1617923|-79.588657|381104N|0793611W|38.1844444|-79.6030556|475|1558|Williamsville|09/28/1979|
1488371|Wildcat Hollow|Valley|VA|51|Bath|017|381105N|0795216W|38.1848455|-79.8711668|381238N|0795240W|38.2106785|-79.877834|686|2251|Sunrise|09/28/1979|
1488375|Wildcat Ridge|Ridge|VA|51|Bath|017|381135N|0795312W|38.1931786|-79.886723|||||968|3176|Minnehaha Springs|09/28/1979|
1488418|Wilson Creek Trail|Trail|VA|51|Bath|017|375403N|0794802W|37.9009606|-79.8006058|||||460|1509|Healing Springs|09/28/1979|
1488425|Winding Trail|Trail|VA|51|Bath|017|380133N|0795056W|38.0259587|-79.8489425|||||572|1877|Warm Springs|09/28/1979|
1488426|Windy Cove Presbyterian Church|Church|VA|51|Bath|017|380007N|0793759W|38.0020718|-79.6331015|||||397|1302|Bath Alum|09/28/1979|06/11/2007
1488451|Wolf Run Hollow|Valley|VA|51|Bath|017|380436N|0794148W|38.0767929|-79.696715|380449N|0794337W|38.0802778|-79.7269444|476|1562|Bath Alum|09/28/1979|
1488474|Woodland Presbyterian Church|Church|VA|51|Bath|017|380305N|0794143W|38.0515154|-79.695326|||||490|1608|Bath Alum|09/28/1979|06/11/2007
1488506|Bath County Pumped Storage Lake|Reservoir|VA|51|Bath|017|381137N|0794835W|38.1937349|-79.8097756|||||608|1995|Sunrise|05/01/1991|
1488507|Bolar Flat Picnic Area and Launch Ramp|Locale|VA|51|Bath|017|375938N|0795656W|37.9940135|-79.9489464|||||488|1601|Falling Spring|02/01/1991|
1488512|Open Trail|Trail|VA|51|Bath|017|375919N|0795132W|37.9887368|-79.8589426|||||736|2415|Healing Springs|02/01/1991|
1488516|Cabin Creek|Stream|VA|51|Bath|017|375937N|0793414W|37.993739|-79.5705996|375713N|0793605W|37.9536111|-79.6013889|498|1634|Millboro|02/01/1991|
1488523|TM Gathright Wildlife Management Area|Park|VA|51|Bath|017|380112N|0795637W|38.0201244|-79.9436686|||||639|2096|Mountain Grove|06/01/1991|
1488539|Bolar Mountain Campground|Locale|VA|51|Bath|017|375909N|0795816W|37.9859577|-79.9711694|||||501|1644|Falling Spring|07/01/1991|
1488559|Duncan Knob Lookout|Locale|VA|51|Bath|017|380951N|0794218W|38.1642917|-79.7050494|||||1162|3812|Burnsville|06/01/1991|
1488577|Warm Springs Work Center|Locale|VA|51|Bath|017|375824N|0795046W|37.9734593|-79.8461641|||||767|2516|Healing Springs|12/01/1991|
1488578|Homested Hotel|Building|VA|51|Bath|017|375936N|0794948W|37.9934593|-79.8300526|||||727|2385|Healing Springs|12/01/1991|
1488579|Bald Knob FS Repeater Site|Locale|VA|51|Bath|017|375532N|0795105W|37.925682|-79.8514416|||||1287|4222|Healing Springs|12/01/1991|
1488582|Warm Springs Baths|Spring|VA|51|Bath|017|380304N|0794704W|38.0512369|-79.7844956|||||700|2297|Warm Springs|12/01/1991|
1488583|Gilliam Run Trail|Trail|VA|51|Bath|017|375532N|0794601W|37.9256831|-79.7669935|||||770|2526|Healing Springs|12/01/1991|
1488584|Bald Knob Lookout|Locale|VA|51|Bath|017|375527N|0795108W|37.9242931|-79.8522749|||||1293|4242|Healing Springs|12/01/1991|
1488587|Bridle Trail|Trail|VA|51|Bath|017|375922N|0794951W|37.9895704|-79.8308858|||||744|2441|Healing Springs|12/01/1991|
1488593|Warwick Mansion|Locale|VA|51|Bath|017|380628N|0794854W|38.1079026|-79.8150529|||||561|1841|Warm Springs|12/01/1991|
1488594|Hidden Valley Campground|Locale|VA|51|Bath|017|380553N|0794921W|38.0981804|-79.8225531|||||549|1801|Warm Springs|12/01/1991|
1488602|High Top Lookout Tower|Tower|VA|51|Bath|017|380404N|0795737W|38.0679015|-79.9603363|||||1108|3635|Mountain Grove|12/01/1991|
1488606|Sunrise|Populated Place|VA|51|Bath|017|381133N|0794849W|38.1926237|-79.8136646|||||613|2011|Sunrise|12/01/1991|
1488608|McClintic Point Primitive Campground|Locale|VA|51|Bath|017|380050N|0795512W|38.0140136|-79.9200565|||||488|1601|Mountain Grove|12/01/1991|
1488609|Lemon Hollow Work Camp|Locale|VA|51|Bath|017|380004N|0795824W|38.0012354|-79.9733919|||||582|1909|Mountain Grove|12/01/1991|
1489211|Douthat Dam|Dam|VA|51|Bath|017|375409N|0794811W|37.9026013|-79.8030485|||||433|1421|Healing Springs|09/01/1992|06/07/2011
1489213|John L Lawrence Dam|Dam|VA|51|Bath|017|380412N|0793717W|38.0701266|-79.6214351|||||463|1519|Green Valley|09/01/1992|
1489214|Aviation, Golf and Farm Club Dam|Dam|VA|51|Bath|017|380306N|0794311W|38.0517931|-79.7197711|||||501|1644|Bath Alum|09/01/1992|
1489215|Lake of the Pines|Reservoir|VA|51|Bath|017|380306N|0794311W|38.0517931|-79.7197711|||||501|1644|Bath Alum|09/01/1992|
1489216|Lake Bacova Dam|Dam|VA|51|Bath|017|380308N|0795037W|38.0523474|-79.8436647|||||556|1824|Warm Springs|09/01/1992|
1489217|Lake Bacova|Reservoir|VA|51|Bath|017|380308N|0795039W|38.0521348|-79.8441921|||||556|1824|Warm Springs|09/01/1992|12/31/2011
1489218|Bear Loop Hunt Club Dam|Dam|VA|51|Bath|017|375936N|0794323W|37.9934604|-79.723104|||||450|1476|Nimrod Hall|09/01/1992|
1491118|Cascades Golf Club|Locale|VA|51|Bath|017|375720N|0795210W|37.9556815|-79.8694982|||||641|2103|Healing Springs|09/28/1979|
1492584|Black Rock|Summit|VA|51|Bath|017|380516N|0794330W|38.0879037|-79.7250494|||||882|2894|Bath Alum|09/28/1979|
1492604|Bolar|Populated Place|VA|51|Bath|017|381302N|0794035W|38.2173467|-79.6764379|||||682|2238|Burnsville|09/28/1979|05/11/2011
1492679|Burnsville|Populated Place|VA|51|Bath|017|381040N|0793851W|38.1779029|-79.6475478|||||725|2379|Burnsville|09/28/1979|
1493262|Mays Mountain|Summit|VA|51|Bath|017|380624N|0794038W|38.1067926|-79.6772703|||||819|2687|Bath Alum|09/28/1979|
1493798|White Rock Mountain|Summit|VA|51|Bath|017|381126N|0793939W|38.1906805|-79.6608816|||||971|3186|Burnsville|09/28/1979|
1493817|Wilson Mountain|Summit|VA|51|Bath|017|380825N|0794409W|38.1404029|-79.7358834|||||926|3038|Burnsville|09/28/1979|
1494863|Carloover|Populated Place|VA|51|Bath|017|375527N|0795319W|37.9242926|-79.8886653|||||756|2480|Falling Spring|09/28/1979|
1495205|Ashwood|Populated Place|VA|51|Bath|017|375821N|0795101W|37.972626|-79.850331|||||741|2431|Healing Springs|09/28/1979|
1495223|Bald Knob|Summit|VA|51|Bath|017|375527N|0795107W|37.9242931|-79.8519971|||||1293|4242|Healing Springs|09/28/1979|
1495246|Beards Mountain|Summit|VA|51|Bath|017|375552N|0794521W|37.9312387|-79.755882|||||867|2844|Healing Springs|09/28/1979|
1495613|Green Valley|Populated Place|VA|51|Bath|017|380449N|0793557W|38.0804044|-79.5992122|||||468|1535|Green Valley|09/28/1979|06/11/2007
1495619|Greenwood|Populated Place|VA|51|Bath|017|375714N|0795759W|37.9540136|-79.9664467|||||482|1581|Falling Spring|09/28/1979|
1495671|Healing Springs|Populated Place|VA|51|Bath|017|375739N|0795145W|37.9609592|-79.8625536|||||680|2231|Healing Springs|09/28/1979|
1495686|High Top|Summit|VA|51|Bath|017|380404N|0795736W|38.0679015|-79.9600585|||||1107|3632|Mountain Grove|09/28/1979|
1495720|Hot Springs|Populated Place|VA|51|Bath|017|375958N|0794954W|37.9995703|-79.8317193|||||681|2234|Healing Springs|09/28/1979|01/29/2011
1495721|Hotchkiss|Populated Place|VA|51|Bath|017|380005N|0793451W|38.0015166|-79.5808778|||||501|1644|Green Valley|09/28/1979|
1495936|Middle Mountain|Summit|VA|51|Bath|017|375429N|0794952W|37.9081824|-79.8311627|||||953|3127|Healing Springs|09/28/1979|
1495943|Midway|Populated Place|VA|51|Bath|017|375903N|0795018W|37.9842927|-79.8383861|||||756|2480|Healing Springs|09/28/1979|
1495947|Mill Hill|Summit|VA|51|Bath|017|375916N|0795740W|37.9879023|-79.961169|||||564|1850|Falling Spring|09/28/1979|
1495948|Millboro|Populated Place|VA|51|Bath|017|375830N|0793610W|37.975128|-79.6028226|||||519|1703|Millboro|09/28/1979|
1495964|Mooretown|Populated Place|VA|51|Bath|017|380615N|0795404W|38.1042906|-79.9011674|||||563|1847|Mountain Grove|09/28/1979|
1495979|Mountain Grove|Populated Place|VA|51|Bath|017|380555N|0795312W|38.0987352|-79.8867223|||||539|1768|Mountain Grove|09/28/1979|
1496075|Perkins Point|Populated Place|VA|51|Bath|017|375742N|0795806W|37.9617913|-79.9683913|||||482|1581|Falling Spring|09/28/1979|
1496208|Yost|Populated Place|VA|51|Bath|017|380308N|0793225W|38.0523495|-79.5403215|||||530|1739|Green Valley|09/28/1979|
1496318|Tinkertown|Populated Place|VA|51|Bath|017|375629N|0795228W|37.9415148|-79.8744982|||||702|2303|Healing Springs|09/28/1979|
1496373|Warm Springs Mountain|Summit|VA|51|Bath|017|375937N|0794827W|37.9937374|-79.8075516|||||1089|3573|Healing Springs|09/28/1979|
1496857|Copeland|Populated Place|VA|51|Bath|017|375317N|0794158W|37.8881841|-79.6994909|||||388|1273|Nimrod Hall|09/28/1979|
1496862|Crane|Populated Place|VA|51|Bath|017|375435N|0794032W|37.9098506|-79.6756016|||||411|1348|Nimrod Hall|09/28/1979|
1496990|Little Mountain|Summit|VA|51|Bath|017|375832N|0794328W|37.9756829|-79.7244927|||||575|1886|Nimrod Hall|09/28/1979|
1497125|Rough Mountain|Summit|VA|51|Bath|017|375302N|0794342W|37.8840173|-79.7283806|||||817|2680|Nimrod Hall|09/28/1979|
1497149|Short Mountain|Summit|VA|51|Bath|017|375613N|0793821W|37.9370727|-79.639212|||||744|2441|Nimrod Hall|09/28/1979|
1498700|Ingalls Field Airport|Airport|VA|51|Bath|017|375711N|0795007W|37.9530588|-79.8351747|||||1149|3770|Healing Springs|09/01/1992|04/13/2011
1498835|Bath Alum Airport|Airport|VA|51|Bath|017|380309N|0794344W|38.05263|-79.72894|||||530|1739|Bath Alum|09/01/1992|04/13/2011
1498941|WWES-AM (Hot Springs)|Tower|VA|51|Bath|017|375846N|0795019W|37.9795704|-79.8386639|||||798|2618|Healing Springs|07/01/1994|
1498977|WXCF-FM (Clifton Forge)|Tower|VA|51|Bath|017|375412N|0795214W|37.9034596|-79.8706088|||||1185|3888|Healing Springs|07/01/1994|
1498993|WBHA-FM (Hot Springs)|Tower|VA|51|Bath|017|380153N|0794651W|38.031515|-79.7808842|||||1035|3396|Warm Springs|07/01/1994|
1499071|Bacova|Populated Place|VA|51|Bath|017|380314N|0795037W|38.054014|-79.8436647|||||560|1837|Warm Springs|09/28/1979|
1499072|Bacova Junction|Populated Place|VA|51|Bath|017|380037N|0795228W|38.0104031|-79.874499|||||551|1808|Warm Springs|09/28/1979|
1499123|Berry Knob|Summit|VA|51|Bath|017|380947N|0794638W|38.1631801|-79.777274|||||804|2638|Sunrise|09/28/1979|
1499251|Chestnut Knob|Summit|VA|51|Bath|017|375706N|0800323W|37.9517902|-80.0564508|||||976|3202|Rucker Gap|09/28/1979|
1499310|Crowdertown|Populated Place|VA|51|Bath|017|380033N|0795103W|38.0092923|-79.8508869|||||599|1965|Warm Springs|09/28/1979|
1499428|Fodder House|Summit|VA|51|Bath|017|381220N|0794610W|38.2056796|-79.7694963|||||1102|3615|Sunrise|09/28/1979|
1499436|Fort Lewis|Populated Place|VA|51|Bath|017|380737N|0793711W|38.1270703|-79.6197688|||||501|1644|Williamsville|09/28/1979|
1499613|Jordan Top|Summit|VA|51|Bath|017|380302N|0794502W|38.0506818|-79.7506053|||||691|2267|Warm Springs|09/28/1979|
1499669|Little Brushy Mountain|Summit|VA|51|Bath|017|380003N|0794728W|38.0009597|-79.7911621|||||1049|3442|Warm Springs|09/28/1979|
1499700|Mad Tom|Summit|VA|51|Bath|017|381401N|0795100W|38.233734|-79.8500553|||||1233|4045|Sunrise|09/28/1979|
1499753|Mitchelltown|Populated Place|VA|51|Bath|017|380046N|0794841W|38.0129038|-79.8114409|||||745|2444|Warm Springs|09/28/1979|
1499935|Ratcliff Hill|Summit|VA|51|Bath|017|380746N|0793619W|38.1295704|-79.605324|||||568|1863|Williamsville|09/28/1979|
1499978|Rock Hill|Summit|VA|51|Bath|017|380938N|0793430W|38.1606813|-79.5750455|||||600|1968|Williamsville|09/28/1979|
1500060|West Warm Springs|Populated Place|VA|51|Bath|017|380323N|0794822W|38.0565144|-79.8061632|||||631|2070|Warm Springs|09/28/1979|
1500068|Little Mountain|Summit|VA|51|Bath|017|380723N|0794725W|38.1231805|-79.7903298|||||794|2605|Warm Springs|09/28/1979|
1500202|Switch Back|Populated Place|VA|51|Bath|017|380046N|0795034W|38.0129034|-79.8428311|||||640|2100|Warm Springs|09/28/1979|
1500221|Thomastown|Populated Place|VA|51|Bath|017|380029N|0795026W|38.0081813|-79.8406086|||||640|2100|Warm Springs|09/28/1979|
1500277|Warm Springs|Populated Place|VA|51|Bath|017|380246N|0794726W|38.0462369|-79.7906069|||||691|2267|Warm Springs|09/28/1979|01/29/2011
1500312|White Rocks|Summit|VA|51|Bath|017|380506N|0794513W|38.0851257|-79.7536613|||||1087|3566|Warm Springs|09/28/1979|
1500323|Williamsville|Populated Place|VA|51|Bath|017|381141N|0793415W|38.1948475|-79.5708789|||||493|1617|Williamsville|09/28/1979|
1673634|Ashwood Elementary School|School|VA|51|Bath|017|375824N|0795107W|37.9734592|-79.8519976|||||755|2477|Healing Springs|11/13/1995|
1673635|Bacova Chapel|Church|VA|51|Bath|017|380316N|0795039W|38.0545695|-79.8442202|||||565|1854|Warm Springs|11/13/1995|
1673636|Bacova School (historical)|School|VA|51|Bath|017|380318N|0795044W|38.0551251|-79.8456092|||||577|1893|Warm Springs|11/13/1995|
1673637|Bath Alum Camp (historical)|Locale|VA|51|Bath|017|380249N|0794435W|38.0470707|-79.743105|||||574|1883|Bath Alum|11/13/1995|
1673638|Bath County|Civil|VA|51|Bath|017|380400N|0794359W|38.0667928|-79.7331049|||||786|2579|Bath Alum|11/13/1995|
1673639|Boiling Spring Camp|Locale|VA|51|Bath|017|380241N|0795248W|38.044847|-79.880055|||||511|1676|Mountain Grove|11/13/1995|
1673640|Bolar Methodist Church (historical)|Church|VA|51|Bath|017|381257N|0794039W|38.2159578|-79.677549|||||677|2221|Burnsville|11/13/1995|
1673641|Bugan Run|Stream|VA|51|Bath|017|380915N|0795100W|38.1542905|-79.8500547|380813N|0795010W|38.1369444|-79.8361111|573|1880|Sunrise|11/13/1995|
1673642|Burnsville United Methodist Church|Church|VA|51|Bath|017|381038N|0793847W|38.1773473|-79.6464367|||||734|2408|Burnsville|11/13/1995|
1673643|Camp Kannata|Locale|VA|51|Bath|017|375449N|0794501W|37.913739|-79.7503261|||||372|1220|Healing Springs|11/13/1995|
1673644|Chimney Run|Populated Place|VA|51|Bath|017|380445N|0794700W|38.0792922|-79.7833847|||||692|2270|Warm Springs|11/13/1995|
1673645|Deeds School (historical)|School|VA|51|Bath|017|375655N|0794616W|37.9487383|-79.7711607|||||516|1693|Healing Springs|11/13/1995|
1673646|Fayette County Hunting and Fishing Club|Locale|VA|51|Bath|017|380020N|0794254W|38.0056826|-79.7150484|||||440|1444|Bath Alum|11/13/1995|
1673647|Germantown (historical)|Populated Place|VA|51|Bath|017|380257N|0794729W|38.0492925|-79.7914403|||||691|2267|Warm Springs|11/13/1995|
1673648|Green Valley Cemetery|Cemetery|VA|51|Bath|017|380422N|0793510W|38.0729046|-79.5861563|||||489|1604|Green Valley|11/13/1995|
1673649|Greenwood (historical)|Populated Place|VA|51|Bath|017|375715N|0795756W|37.9542914|-79.9656133|||||482|1581|Falling Spring|11/13/1995|
1673650|Hobby Horse Farm|Locale|VA|51|Bath|017|375619N|0795144W|37.9387372|-79.8622755|||||857|2812|Healing Springs|11/13/1995|
1673651|Mill Hill|Summit|VA|51|Bath|017|375915N|0795741W|37.9876245|-79.9614468|||||564|1850|Falling Spring|11/13/1995|
1673652|Millboro High School (historical)|School|VA|51|Bath|017|375843N|0793612W|37.978739|-79.6033782|||||527|1729|Millboro|11/13/1995|
1673653|Mountain Grove Elementary School (historical)|School|VA|51|Bath|017|380552N|0795311W|38.0979019|-79.8864446|||||539|1768|Mountain Grove|11/13/1995|
1673654|Persimmon Pond (historical)|Lake|VA|51|Bath|017|380928N|0793652W|38.1579033|-79.6144911|||||608|1995|Williamsville|11/13/1995|
1673655|Set Free Christian Fellowship Church|Church|VA|51|Bath|017|381257N|0794039W|38.2159578|-79.677549|||||677|2221|Burnsville|11/13/1995|
1673656|Shiloh|Populated Place|VA|51|Bath|017|380514N|0793902W|38.0873485|-79.6506027|||||454|1489|Bath Alum|11/13/1995|
1673657|The Gap School (historical)|School|VA|51|Bath|017|380337N|0794840W|38.0604032|-79.8111634|||||615|2018|Warm Springs|11/13/1995|
1673658|Thomastown School (historical)|School|VA|51|Bath|017|380029N|0795126W|38.0081811|-79.857276|||||586|1923|Warm Springs|11/13/1995|
1673659|Warm Springs Elementary School (historical)|School|VA|51|Bath|017|380242N|0794715W|38.0451259|-79.7875512|||||721|2365|Warm Springs|11/13/1995|
1673660|Wilderness School (historical)|School|VA|51|Bath|017|380841N|0792853W|38.1448487|-79.4814314|||||621|2037|Deerfield|11/13/1995|
1673661|Williamsville Elementary School (historical)|School|VA|51|Bath|017|381121N|0793431W|38.1892921|-79.5753235|||||528|1732|Williamsville|11/13/1995|
1673662|Wilson School (historical)|School|VA|51|Bath|017|375954N|0793535W|37.998461|-79.5931003|||||538|1765|Millboro|11/13/1995|
1690041|Cleeks Mill (historical)|Locale|VA|51|Bath|017|381147N|0794352W|38.1965133|-79.7311616|||||617|2024|Burnsville|05/01/1996|
1690042|Cowardin (historical)|Populated Place|VA|51|Bath|017|380243N|0795154W|38.0454028|-79.8650544|||||512|1680|Warm Springs|05/01/1996|03/02/2006
1690043|Dunns (historical)|Populated Place|VA|51|Bath|017|380122N|0794835W|38.0229037|-79.8097742|||||694|2277|Warm Springs|05/01/1996|
1690044|Fort Lewis (historical)|Populated Place|VA|51|Bath|017|380723N|0793629W|38.1231816|-79.6081017|||||455|1493|Green Valley|05/01/1996|
1690046|Shanklin (historical)|Populated Place|VA|51|Bath|017|380102N|0795507W|38.0173469|-79.9186675|||||515|1690|Mountain Grove|05/01/1996|
1690842|Hot Springs Post Office|Post Office|VA|51|Bath|017|375958N|0794953W|37.9995703|-79.8314416|||||683|2241|Healing Springs|05/01/1996|
1690843|Hot Springs Presbyterian Church|Church|VA|51|Bath|017|375941N|0794957W|37.9948482|-79.8325527|||||708|2323|Healing Springs|05/01/1996|
1690844|Saint Luke Episcopal Church|Church|VA|51|Bath|017|375946N|0794955W|37.9962371|-79.8319971|||||698|2290|Healing Springs|05/01/1996|
1690845|Sacred Heart Catholic Church|Church|VA|51|Bath|017|375938N|0794945W|37.9940149|-79.8292191|||||729|2392|Healing Springs|05/01/1996|
1690846|The Pillars|Building|VA|51|Bath|017|375942N|0794948W|37.995126|-79.8300526|||||715|2346|Healing Springs|05/01/1996|
1802668|Millboro Post Office|Post Office|VA|51|Bath|017|375830N|0793610W|37.975128|-79.6028226|||||519|1703|Millboro|07/30/1998|
1927133|Cedar Creek District|Civil|VA|51|Bath|017|380102N|0795043W|38.0172204|-79.845329|||||647|2123|Warm Springs|07/18/2001|02/27/2009
1927406|Millboro District|Civil|VA|51|Bath|017|375730N|0793905W|37.9583848|-79.651403|||||499|1637|Nimrod Hall|07/18/2001|02/27/2009
1927546|Valley Springs District|Civil|VA|51|Bath|017|375643N|0795132W|37.9453174|-79.858818|||||831|2726|Healing Springs|07/18/2001|02/27/2009
